
[Name]
inner_tube inner_tube_inner_surface

[Data]
X [ m ], Y [ m ], Z [ m ], Surface Heat Transfer Coefficient [ W m^-2 K^-1 ], Yplus
3.27783674e-02, 5.70688434e-02, 4.44059335e-02, 0.00000000e+00, 3.48307431e-01
3.26729827e-02, 5.71103096e-02, 4.44058999e-02, 0.00000000e+00, 3.49228770e-01
3.25693451e-02, 5.71557060e-02, 4.44058031e-02, 0.00000000e+00, 3.49509031e-01
3.24676819e-02, 5.72053567e-02, 4.44056578e-02, 0.00000000e+00, 3.49048257e-01
3.23684923e-02, 5.72595373e-02, 4.44055758e-02, 0.00000000e+00, 3.47683102e-01
3.22715528e-02, 5.73174916e-02, 4.44054008e-02, 0.00000000e+00, 3.44637305e-01
3.21768858e-02, 5.73790036e-02, 4.44051959e-02, 0.00000000e+00, 3.38482440e-01
3.20846401e-02, 5.74438944e-02, 4.44049463e-02, 0.00000000e+00, 3.39423358e-01
3.33254114e-02, 5.68484031e-02, 4.53763455e-02, 0.00000000e+00, 3.37629378e-01
3.32107730e-02, 5.68681024e-02, 4.53765243e-02, 0.00000000e+00, 3.42441857e-01
3.30970883e-02, 5.68923615e-02, 4.53766212e-02, 0.00000000e+00, 3.50142032e-01
3.29846330e-02, 5.69216236e-02, 4.53767106e-02, 0.00000000e+00, 3.54617596e-01
3.28736193e-02, 5.69556355e-02, 4.53768112e-02, 0.00000000e+00, 3.57367426e-01
3.27641182e-02, 5.69939539e-02, 4.53767926e-02, 0.00000000e+00, 3.59059751e-01
3.26562151e-02, 5.70364930e-02, 4.53767590e-02, 0.00000000e+00, 3.60038102e-01
3.25501300e-02, 5.70831224e-02, 4.53766622e-02, 0.00000000e+00, 3.60365987e-01
3.24460194e-02, 5.71339987e-02, 4.53765094e-02, 0.00000000e+00, 3.59825462e-01
3.23445201e-02, 5.71896657e-02, 4.53764237e-02, 0.00000000e+00, 3.58265400e-01
3.22453827e-02, 5.72492778e-02, 4.53762449e-02, 0.00000000e+00, 3.54934484e-01
3.21486220e-02, 5.73125966e-02, 4.53760438e-02, 0.00000000e+00, 3.48273307e-01
3.20543833e-02, 5.73794059e-02, 4.53757942e-02, 0.00000000e+00, 3.49053204e-01
3.33244689e-02, 5.67704439e-02, 4.63471897e-02, 0.00000000e+00, 3.45966786e-01
3.32070924e-02, 5.67904264e-02, 4.63473760e-02, 0.00000000e+00, 3.51304621e-01
3.30906957e-02, 5.68151325e-02, 4.63474728e-02, 0.00000000e+00, 3.59513998e-01
3.29755843e-02, 5.68450876e-02, 4.63475697e-02, 0.00000000e+00, 3.64333034e-01
3.28619331e-02, 5.68798408e-02, 4.63476703e-02, 0.00000000e+00, 3.67293358e-01
3.27498466e-02, 5.69190718e-02, 4.63476516e-02, 0.00000000e+00, 3.69075835e-01
3.26394215e-02, 5.69626875e-02, 4.63476181e-02, 0.00000000e+00, 3.70105326e-01
3.25308889e-02, 5.70105538e-02, 4.63475250e-02, 0.00000000e+00, 3.70474905e-01
3.24243493e-02, 5.70627078e-02, 4.63473611e-02, 0.00000000e+00, 3.69879365e-01
3.23205069e-02, 5.71198128e-02, 4.63472679e-02, 0.00000000e+00, 3.68116587e-01
3.22191678e-02, 5.71810938e-02, 4.63470928e-02, 0.00000000e+00, 3.64487439e-01
3.21203098e-02, 5.72462194e-02, 4.63468917e-02, 0.00000000e+00, 3.57328624e-01
3.20240892e-02, 5.73149770e-02, 4.63466458e-02, 0.00000000e+00, 3.57950509e-01
3.33235301e-02, 5.66924885e-02, 4.73180376e-02, 0.00000000e+00, 3.53608370e-01
3.32034156e-02, 5.67127466e-02, 4.73182239e-02, 0.00000000e+00, 3.59480590e-01
3.30843106e-02, 5.67378998e-02, 4.73183207e-02, 0.00000000e+00, 3.68206769e-01
3.29665504e-02, 5.67685440e-02, 4.73184325e-02, 0.00000000e+00, 3.73372078e-01
3.28502655e-02, 5.68040423e-02, 4.73185293e-02, 0.00000000e+00, 3.76539320e-01
3.27355973e-02, 5.68441823e-02, 4.73185107e-02, 0.00000000e+00, 3.78413647e-01
3.26226577e-02, 5.68888672e-02, 4.73184809e-02, 0.00000000e+00, 3.79502416e-01
3.25116813e-02, 5.69379665e-02, 4.73183841e-02, 0.00000000e+00, 3.79909009e-01
3.24027352e-02, 5.69914319e-02, 4.73182164e-02, 0.00000000e+00, 3.79267991e-01
3.22965384e-02, 5.70499413e-02, 4.73181158e-02, 0.00000000e+00, 3.77300680e-01
3.21929939e-02, 5.71128801e-02, 4.73179407e-02, 0.00000000e+00, 3.73358995e-01
3.20920460e-02, 5.71798086e-02, 4.73177396e-02, 0.00000000e+00, 3.65709811e-01
3.19938511e-02, 5.72505146e-02, 4.73174974e-02, 0.00000000e+00, 3.66181612e-01
3.33225876e-02, 5.66145331e-02, 4.82888818e-02, 0.00000000e+00, 3.60637248e-01
3.31997424e-02, 5.66350669e-02, 4.82890718e-02, 0.00000000e+00, 3.67036700e-01
3.30779329e-02, 5.66606931e-02, 4.82891724e-02, 0.00000000e+00, 3.76281947e-01
3.29575129e-02, 5.66920042e-02, 4.82892916e-02, 0.00000000e+00, 3.81797671e-01
3.28386016e-02, 5.67282438e-02, 4.82893884e-02, 0.00000000e+00, 3.85172963e-01
3.27213518e-02, 5.67692928e-02, 4.82893698e-02, 0.00000000e+00, 3.87147039e-01
3.26058939e-02, 5.68150468e-02, 4.82893400e-02, 0.00000000e+00, 3.88291538e-01
3.24924700e-02, 5.68653792e-02, 4.82892431e-02, 0.00000000e+00, 3.88722867e-01
3.23811509e-02, 5.69202155e-02, 4.82890755e-02, 0.00000000e+00, 3.88053358e-01
3.22725661e-02, 5.69800660e-02, 4.82889600e-02, 0.00000000e+00, 3.85884821e-01
3.21668237e-02, 5.70446700e-02, 4.82887849e-02, 0.00000000e+00, 3.81613642e-01
3.20637785e-02, 5.71134016e-02, 4.82885875e-02, 0.00000000e+00, 3.73476744e-01
3.19636129e-02, 5.71860522e-02, 4.82883491e-02, 0.00000000e+00, 3.73813659e-01
3.33216451e-02, 5.65365739e-02, 4.92597260e-02, 0.00000000e+00, 3.67105186e-01
3.31960656e-02, 5.65573908e-02, 4.92599197e-02, 0.00000000e+00, 3.74032080e-01
3.30715738e-02, 5.65835573e-02, 4.92600314e-02, 0.00000000e+00, 3.83813977e-01
3.29484791e-02, 5.66154607e-02, 4.92601506e-02, 0.00000000e+00, 3.89675677e-01
3.28269340e-02, 5.66524416e-02, 4.92602512e-02, 0.00000000e+00, 3.93246472e-01
3.27071026e-02, 5.66943996e-02, 4.92602289e-02, 0.00000000e+00, 3.95329475e-01
3.25891301e-02, 5.67412302e-02, 4.92601991e-02, 0.00000000e+00, 3.96517545e-01
3.24732624e-02, 5.67927919e-02, 4.92601022e-02, 0.00000000e+00, 3.96963447e-01
3.23595777e-02, 5.68490177e-02, 4.92599383e-02, 0.00000000e+00, 3.96285981e-01
3.22485901e-02, 5.69101945e-02, 4.92598079e-02, 0.00000000e+00, 3.93926471e-01
3.21406499e-02, 5.69764562e-02, 4.92596328e-02, 0.00000000e+00, 3.89319956e-01
3.20355147e-02, 5.70469908e-02, 4.92594354e-02, 0.00000000e+00, 3.80693793e-01
3.19333747e-02, 5.71215898e-02, 4.92591970e-02, 0.00000000e+00, 3.80877584e-01
3.33207063e-02, 5.64586185e-02, 5.02305739e-02, 0.00000000e+00, 3.73060256e-01
3.31923924e-02, 5.64797148e-02, 5.02307676e-02, 0.00000000e+00, 3.80515486e-01
3.30652148e-02, 5.65064400e-02, 5.02308942e-02, 0.00000000e+00, 3.90841186e-01
3.29394452e-02, 5.65389208e-02, 5.02310097e-02, 0.00000000e+00, 3.97053182e-01
3.28152664e-02, 5.65766431e-02, 5.02311103e-02, 0.00000000e+00, 4.00813013e-01
3.26928571e-02, 5.66195101e-02, 5.02310880e-02, 0.00000000e+00, 4.03010130e-01
3.25723663e-02, 5.66674098e-02, 5.02310582e-02, 0.00000000e+00, 4.04235572e-01
3.24540511e-02, 5.67202084e-02, 5.02309650e-02, 0.00000000e+00, 4.04679149e-01
3.23380046e-02, 5.67778200e-02, 5.02308011e-02, 0.00000000e+00, 4.03988540e-01
3.22246291e-02, 5.68403378e-02, 5.02306558e-02, 0.00000000e+00, 4.01445210e-01
3.21144760e-02, 5.69082461e-02, 5.02304770e-02, 0.00000000e+00, 3.96505356e-01
3.20072472e-02, 5.69805838e-02, 5.02302833e-02, 0.00000000e+00, 3.87394965e-01
3.19031365e-02, 5.70571274e-02, 5.02300486e-02, 0.00000000e+00, 3.87407660e-01
3.33197638e-02, 5.63806593e-02, 5.12014180e-02, 0.00000000e+00, 3.78546268e-01
3.31887156e-02, 5.64020351e-02, 5.12016155e-02, 0.00000000e+00, 3.86519313e-01
3.30588557e-02, 5.64293265e-02, 5.12017533e-02, 0.00000000e+00, 3.97378504e-01
3.29304114e-02, 5.64623773e-02, 5.12018688e-02, 0.00000000e+00, 4.03951436e-01
3.28035988e-02, 5.65008447e-02, 5.12019694e-02, 0.00000000e+00, 4.07909513e-01
3.26786079e-02, 5.65446168e-02, 5.12019470e-02, 0.00000000e+00, 4.10224646e-01
3.25556025e-02, 5.65935895e-02, 5.12019172e-02, 0.00000000e+00, 4.11488652e-01
3.24348435e-02, 5.66476211e-02, 5.12018241e-02, 0.00000000e+00, 4.11922485e-01
3.23164351e-02, 5.67066222e-02, 5.12016602e-02, 0.00000000e+00, 4.11203057e-01
3.22006680e-02, 5.67704886e-02, 5.12015037e-02, 0.00000000e+00, 4.08473134e-01
3.20883021e-02, 5.68400323e-02, 5.12013249e-02, 0.00000000e+00, 4.03193176e-01
3.19789797e-02, 5.69141768e-02, 5.12011312e-02, 0.00000000e+00, 3.93607020e-01
3.18728983e-02, 5.69926649e-02, 5.12008965e-02, 0.00000000e+00, 3.93453956e-01
3.33188251e-02, 5.63027039e-02, 5.21722622e-02, 0.00000000e+00, 3.83584410e-01
3.31850424e-02, 5.63243590e-02, 5.21724634e-02, 0.00000000e+00, 3.92063379e-01
3.30524966e-02, 5.63522093e-02, 5.21726124e-02, 0.00000000e+00, 4.03467149e-01
3.29213776e-02, 5.63858375e-02, 5.21727316e-02, 0.00000000e+00, 4.10418838e-01
3.27919312e-02, 5.64250462e-02, 5.21728285e-02, 0.00000000e+00, 4.14572597e-01
3.26643623e-02, 5.64697273e-02, 5.21728061e-02, 0.00000000e+00, 4.16994721e-01
3.25388350e-02, 5.65197729e-02, 5.21727800e-02, 0.00000000e+00, 4.18309063e-01
3.24156322e-02, 5.65750338e-02, 5.21726832e-02, 0.00000000e+00, 4.18741316e-01
3.22948620e-02, 5.66354282e-02, 5.21725230e-02, 0.00000000e+00, 4.17977870e-01
3.21767852e-02, 5.67007661e-02, 5.21723628e-02, 0.00000000e+00, 4.15098488e-01
3.20621282e-02, 5.67718223e-02, 5.21721691e-02, 0.00000000e+00, 4.09468323e-01
3.19507159e-02, 5.68477698e-02, 5.21719791e-02, 0.00000000e+00, 3.99375618e-01
3.18426602e-02, 5.69282025e-02, 5.21717481e-02, 0.00000000e+00, 3.99041504e-01
3.33178826e-02, 5.62247485e-02, 5.31431064e-02, 0.00000000e+00, 3.88219088e-01
3.31813768e-02, 5.62467463e-02, 5.31433187e-02, 0.00000000e+00, 3.97204280e-01
3.30461413e-02, 5.62750958e-02, 5.31434715e-02, 0.00000000e+00, 4.09151167e-01
3.29123437e-02, 5.63092940e-02, 5.31435907e-02, 0.00000000e+00, 4.16489780e-01
3.27802636e-02, 5.63492440e-02, 5.31436875e-02, 0.00000000e+00, 4.20854867e-01
3.26501131e-02, 5.63948378e-02, 5.31436652e-02, 0.00000000e+00, 4.23378706e-01
3.25220712e-02, 5.64459525e-02, 5.31436391e-02, 0.00000000e+00, 4.24736977e-01
3.23964246e-02, 5.65024465e-02, 5.31435460e-02, 0.00000000e+00, 4.25159276e-01
3.22732888e-02, 5.65642305e-02, 5.31433858e-02, 0.00000000e+00, 4.24341083e-01
3.21529433e-02, 5.66311106e-02, 5.31432256e-02, 0.00000000e+00, 4.21365350e-01
3.20359543e-02, 5.67036122e-02, 5.31430170e-02, 0.00000000e+00, 4.15396452e-01
3.19224484e-02, 5.67813627e-02, 5.31428270e-02, 0.00000000e+00, 4.04771268e-01
3.18124220e-02, 5.68637401e-02, 5.31425998e-02, 0.00000000e+00, 4.04242039e-01
3.33169438e-02, 5.61467893e-02, 5.41139543e-02, 0.00000000e+00, 3.92453164e-01
3.31777297e-02, 5.61692268e-02, 5.41141815e-02, 0.00000000e+00, 4.01991755e-01
3.30397822e-02, 5.61979786e-02, 5.41143306e-02, 0.00000000e+00, 4.14519101e-01
3.29033062e-02, 5.62327504e-02, 5.41144498e-02, 0.00000000e+00, 4.22219872e-01
3.27685960e-02, 5.62734418e-02, 5.41145466e-02, 0.00000000e+00, 4.26805407e-01
3.26358639e-02, 5.63199446e-02, 5.41145243e-02, 0.00000000e+00, 4.29445833e-01
3.25053036e-02, 5.63721322e-02, 5.41144982e-02, 0.00000000e+00, 4.30841297e-01
3.23772095e-02, 5.64298593e-02, 5.41144051e-02, 0.00000000e+00, 4.31240022e-01
3.22517119e-02, 5.64930290e-02, 5.41142486e-02, 0.00000000e+00, 4.30356264e-01
3.21290940e-02, 5.65614514e-02, 5.41140884e-02, 0.00000000e+00, 4.27282244e-01
3.20097767e-02, 5.66353984e-02, 5.41138612e-02, 0.00000000e+00, 4.20977861e-01
3.18941772e-02, 5.67149520e-02, 5.41136749e-02, 0.00000000e+00, 4.09827024e-01
3.17821801e-02, 5.67992777e-02, 5.41134477e-02, 0.00000000e+00, 4.09067392e-01
3.33168693e-02, 5.60687408e-02, 5.50848022e-02, 0.00000000e+00, 3.96378249e-01
3.31748687e-02, 5.60915731e-02, 5.50850406e-02, 0.00000000e+00, 4.06498820e-01
3.30341347e-02, 5.61207049e-02, 5.50851896e-02, 0.00000000e+00, 4.19640481e-01
3.28949057e-02, 5.61560355e-02, 5.50853051e-02, 0.00000000e+00, 4.27676708e-01
3.27574834e-02, 5.61974570e-02, 5.50853983e-02, 0.00000000e+00, 4.32459980e-01
3.26220915e-02, 5.62448576e-02, 5.50853759e-02, 0.00000000e+00, 4.35222238e-01
3.24889384e-02, 5.62981218e-02, 5.50853498e-02, 0.00000000e+00, 4.36658144e-01
3.23583260e-02, 5.63570932e-02, 5.50852567e-02, 0.00000000e+00, 4.37016875e-01
3.22303958e-02, 5.64216711e-02, 5.50851040e-02, 0.00000000e+00, 4.36043769e-01
3.21054459e-02, 5.64916544e-02, 5.50849512e-02, 0.00000000e+00, 4.32842404e-01
3.19837369e-02, 5.65670840e-02, 5.50847091e-02, 0.00000000e+00, 4.26177919e-01
3.18659954e-02, 5.66484742e-02, 5.50845228e-02, 0.00000000e+00, 4.14494693e-01
3.17519791e-02, 5.67347743e-02, 5.50843030e-02, 0.00000000e+00, 4.13518548e-01
3.33159938e-02, 5.59909754e-02, 5.60556799e-02, 0.00000000e+00, 4.00103599e-01
3.31712589e-02, 5.60140386e-02, 5.60559183e-02, 0.00000000e+00, 4.10786539e-01
3.30278203e-02, 5.60435690e-02, 5.60560673e-02, 0.00000000e+00, 4.24479365e-01
3.28859165e-02, 5.60794696e-02, 5.60561828e-02, 0.00000000e+00, 4.32851970e-01
3.27458642e-02, 5.61216250e-02, 5.60562760e-02, 0.00000000e+00, 4.37837303e-01
3.26078981e-02, 5.61699271e-02, 5.60562536e-02, 0.00000000e+00, 4.40708935e-01
3.24722342e-02, 5.62242530e-02, 5.60562275e-02, 0.00000000e+00, 4.42173988e-01
3.23391855e-02, 5.62844463e-02, 5.60561344e-02, 0.00000000e+00, 4.42501098e-01
3.22089009e-02, 5.63504063e-02, 5.60559817e-02, 0.00000000e+00, 4.41426337e-01
3.20816934e-02, 5.64219207e-02, 5.60558327e-02, 0.00000000e+00, 4.38074082e-01
3.19577307e-02, 5.64988814e-02, 5.60555793e-02, 0.00000000e+00, 4.31072265e-01
3.18378508e-02, 5.65819703e-02, 5.60553893e-02, 0.00000000e+00, 4.18831527e-01
3.17218751e-02, 5.66701964e-02, 5.60551696e-02, 0.00000000e+00, 4.17661279e-01
3.33151184e-02, 5.59132099e-02, 5.70265613e-02, 0.00000000e+00, 4.03559923e-01
3.31676528e-02, 5.59365042e-02, 5.70267998e-02, 0.00000000e+00, 4.14814830e-01
3.30215022e-02, 5.59664369e-02, 5.70269451e-02, 0.00000000e+00, 4.29034054e-01
3.28769274e-02, 5.60029037e-02, 5.70270605e-02, 0.00000000e+00, 4.37761545e-01
3.27342451e-02, 5.60457930e-02, 5.70271537e-02, 0.00000000e+00, 4.42957729e-01
3.25937048e-02, 5.60949966e-02, 5.70271313e-02, 0.00000000e+00, 4.45926100e-01
3.24555263e-02, 5.61503880e-02, 5.70271052e-02, 0.00000000e+00, 4.47416216e-01
3.23200449e-02, 5.62118031e-02, 5.70270121e-02, 0.00000000e+00, 4.47713494e-01
3.21874060e-02, 5.62791415e-02, 5.70268631e-02, 0.00000000e+00, 4.46529746e-01
3.20579410e-02, 5.63521869e-02, 5.70267141e-02, 0.00000000e+00, 4.43011940e-01
3.19318250e-02, 5.64308241e-02, 5.70264645e-02, 0.00000000e+00, 4.35755223e-01
3.18097025e-02, 5.65154664e-02, 5.70262522e-02, 0.00000000e+00, 4.22958463e-01
3.16917673e-02, 5.66056222e-02, 5.70260361e-02, 0.00000000e+00, 4.21538025e-01
3.33142430e-02, 5.58354408e-02, 5.79974391e-02, 0.00000000e+00, 4.06751096e-01
3.31640430e-02, 5.58589734e-02, 5.79976775e-02, 0.00000000e+00, 4.18587714e-01
3.30151878e-02, 5.58893047e-02, 5.79978228e-02, 0.00000000e+00, 4.33341920e-01
3.28679346e-02, 5.59263378e-02, 5.79979382e-02, 0.00000000e+00, 4.42421645e-01
3.27226259e-02, 5.59699610e-02, 5.79980314e-02, 0.00000000e+00, 4.47818965e-01
3.25795077e-02, 5.60200661e-02, 5.79980053e-02, 0.00000000e+00, 4.50886279e-01
3.24388221e-02, 5.60765192e-02, 5.79979829e-02, 0.00000000e+00, 4.52405363e-01
3.23009007e-02, 5.61391599e-02, 5.79978898e-02, 0.00000000e+00, 4.52662677e-01
3.21659148e-02, 5.62078767e-02, 5.79977408e-02, 0.00000000e+00, 4.51367557e-01
3.20341885e-02, 5.62824532e-02, 5.79975955e-02, 0.00000000e+00, 4.47658777e-01
3.19059156e-02, 5.63627668e-02, 5.79973459e-02, 0.00000000e+00, 4.40153658e-01
3.17815542e-02, 5.64489588e-02, 5.79971150e-02, 0.00000000e+00, 4.26801741e-01
3.16616632e-02, 5.65410443e-02, 5.79969026e-02, 0.00000000e+00, 4.25100207e-01
3.33133675e-02, 5.57576753e-02, 5.89683205e-02, 0.00000000e+00, 4.09721076e-01
3.31604369e-02, 5.57814389e-02, 5.89685589e-02, 0.00000000e+00, 4.22140479e-01
3.30088697e-02, 5.58121689e-02, 5.89687042e-02, 0.00000000e+00, 4.37419474e-01
3.28589454e-02, 5.58497719e-02, 5.89688160e-02, 0.00000000e+00, 4.46837127e-01
3.27110067e-02, 5.58941327e-02, 5.89689091e-02, 0.00000000e+00, 4.52437937e-01
3.25653143e-02, 5.59451357e-02, 5.89688830e-02, 0.00000000e+00, 4.55604225e-01
3.24221179e-02, 5.60026541e-02, 5.89688607e-02, 0.00000000e+00, 4.57140833e-01
3.22817601e-02, 5.60665168e-02, 5.89687675e-02, 0.00000000e+00, 4.57363874e-01
3.21444198e-02, 5.61366118e-02, 5.89686222e-02, 0.00000000e+00, 4.55967575e-01
3.20104361e-02, 5.62127195e-02, 5.89684770e-02, 0.00000000e+00, 4.52057689e-01
3.18800099e-02, 5.62947094e-02, 5.89682311e-02, 0.00000000e+00, 4.44258690e-01
3.17534059e-02, 5.63824549e-02, 5.89679815e-02, 0.00000000e+00, 4.30337667e-01
3.16315554e-02, 5.64764664e-02, 5.89677654e-02, 0.00000000e+00, 4.28359717e-01
3.33124921e-02, 5.56799099e-02, 5.99392019e-02, 0.00000000e+00, 4.12475586e-01
3.31568271e-02, 5.57039045e-02, 5.99394366e-02, 0.00000000e+00, 4.25477594e-01
3.30025554e-02, 5.57350367e-02, 5.99395819e-02, 0.00000000e+00, 4.41288620e-01
3.28499563e-02, 5.57732061e-02, 5.99396937e-02, 0.00000000e+00, 4.51049358e-01
3.26993875e-02, 5.58183007e-02, 5.99397868e-02, 0.00000000e+00, 4.56850052e-01
3.25511210e-02, 5.58702052e-02, 5.99397607e-02, 0.00000000e+00, 4.60114270e-01
3.24054137e-02, 5.59287854e-02, 5.99397384e-02, 0.00000000e+00, 4.61669326e-01
3.22626196e-02, 5.59938736e-02, 5.99396452e-02, 0.00000000e+00, 4.61847305e-01
3.21229249e-02, 5.60653470e-02, 5.99394999e-02, 0.00000000e+00, 4.60341990e-01
3.19866836e-02, 5.61429858e-02, 5.99393584e-02, 0.00000000e+00, 4.56240118e-01
3.18541005e-02, 5.62266484e-02, 5.99391162e-02, 0.00000000e+00, 4.48144644e-01
3.17254141e-02, 5.63161559e-02, 5.99388629e-02, 0.00000000e+00, 4.33711350e-01
3.16014513e-02, 5.64118885e-02, 5.99386320e-02, 0.00000000e+00, 4.31452543e-01
3.33116166e-02, 5.56021444e-02, 6.09100796e-02, 0.00000000e+00, 4.15036649e-01
3.31532210e-02, 5.56263700e-02, 6.09103180e-02, 0.00000000e+00, 4.28623796e-01
3.29962373e-02, 5.56579009e-02, 6.09104596e-02, 0.00000000e+00, 4.44975168e-01
3.28409672e-02, 5.56966364e-02, 6.09105714e-02, 0.00000000e+00, 4.55087095e-01
3.26877683e-02, 5.57424687e-02, 6.09106645e-02, 0.00000000e+00, 4.61077750e-01
3.25369239e-02, 5.57952747e-02, 6.09106384e-02, 0.00000000e+00, 4.64436948e-01
3.23887095e-02, 5.58549166e-02, 6.09106161e-02, 0.00000000e+00, 4.66013074e-01
3.22434790e-02, 5.59212305e-02, 6.09105229e-02, 0.00000000e+00, 4.66134399e-01
3.21014300e-02, 5.59940860e-02, 6.09103777e-02, 0.00000000e+00, 4.64507461e-01
3.19629312e-02, 5.60732521e-02, 6.09102398e-02, 0.00000000e+00, 4.60198253e-01
3.18281949e-02, 5.61585911e-02, 6.09099977e-02, 0.00000000e+00, 4.51778173e-01
3.16974632e-02, 5.62499128e-02, 6.09097518e-02, 0.00000000e+00, 4.36858982e-01
3.15713435e-02, 5.63473143e-02, 6.09094985e-02, 0.00000000e+00, 4.34312016e-01
3.33107412e-02, 5.55243790e-02, 6.18809611e-02, 0.00000000e+00, 4.17423487e-01
3.31496149e-02, 5.55488355e-02, 6.18811958e-02, 0.00000000e+00, 4.31605756e-01
3.29899229e-02, 5.55807687e-02, 6.18813373e-02, 0.00000000e+00, 4.48512584e-01
3.28319781e-02, 5.56200705e-02, 6.18814491e-02, 0.00000000e+00, 4.58999544e-01
3.26761492e-02, 5.56666367e-02, 6.18815422e-02, 0.00000000e+00, 4.65202868e-01
3.25227343e-02, 5.57203442e-02, 6.18815124e-02, 0.00000000e+00, 4.68658745e-01
3.23720053e-02, 5.57810515e-02, 6.18814901e-02, 0.00000000e+00, 4.70256627e-01
3.22243385e-02, 5.58485836e-02, 6.18814006e-02, 0.00000000e+00, 4.70337480e-01
3.20799388e-02, 5.59228212e-02, 6.18812554e-02, 0.00000000e+00, 4.68592614e-01
3.19391787e-02, 5.60035184e-02, 6.18811212e-02, 0.00000000e+00, 4.64056164e-01
3.18022892e-02, 5.60905337e-02, 6.18808828e-02, 0.00000000e+00, 4.55286384e-01
3.16695161e-02, 5.61836697e-02, 6.18806370e-02, 0.00000000e+00, 4.39862639e-01
3.15412395e-02, 5.62827364e-02, 6.18803650e-02, 0.00000000e+00, 4.36977386e-01
3.33098657e-02, 5.54466136e-02, 6.28518388e-02, 0.00000000e+00, 4.19659048e-01
3.31459157e-02, 5.54713197e-02, 6.28520772e-02, 0.00000000e+00, 4.34448808e-01
3.29834223e-02, 5.55036739e-02, 6.28522113e-02, 0.00000000e+00, 4.51923519e-01
3.28227021e-02, 5.55435792e-02, 6.28523231e-02, 0.00000000e+00, 4.62791860e-01
3.26641388e-02, 5.55909276e-02, 6.28524125e-02, 0.00000000e+00, 4.69228894e-01
3.25080380e-02, 5.56455962e-02, 6.28523901e-02, 0.00000000e+00, 4.72800463e-01
3.23546976e-02, 5.57074398e-02, 6.28523678e-02, 0.00000000e+00, 4.74435717e-01
3.22044902e-02, 5.57762869e-02, 6.28522858e-02, 0.00000000e+00, 4.74497706e-01
3.20576392e-02, 5.58519959e-02, 6.28521442e-02, 0.00000000e+00, 4.72657681e-01
3.19145322e-02, 5.59343360e-02, 6.28520176e-02, 0.00000000e+00, 4.67906862e-01
3.17754038e-02, 5.60231507e-02, 6.28517866e-02, 0.00000000e+00, 4.58781004e-01
3.16405147e-02, 5.61182313e-02, 6.28515556e-02, 0.00000000e+00, 4.42856580e-01
3.15102078e-02, 5.62193282e-02, 6.28512874e-02, 0.00000000e+00, 4.39673096e-01
3.33090052e-02, 5.53688481e-02, 6.38227314e-02, 0.00000000e+00, 4.21757698e-01
3.31423432e-02, 5.53937778e-02, 6.38229623e-02, 0.00000000e+00, 4.37158465e-01
3.29771601e-02, 5.54265268e-02, 6.38231039e-02, 0.00000000e+00, 4.55203414e-01
3.28137800e-02, 5.54669984e-02, 6.38232157e-02, 0.00000000e+00, 4.66431409e-01
3.26525979e-02, 5.55150732e-02, 6.38233051e-02, 0.00000000e+00, 4.73088801e-01
3.24939266e-02, 5.55706359e-02, 6.38232753e-02, 0.00000000e+00, 4.76779610e-01
3.23380791e-02, 5.56335337e-02, 6.38232604e-02, 0.00000000e+00, 4.78468239e-01
3.21854353e-02, 5.57035990e-02, 6.38231710e-02, 0.00000000e+00, 4.78520453e-01
3.20362300e-02, 5.57806864e-02, 6.38230294e-02, 0.00000000e+00, 4.76585418e-01
3.18908580e-02, 5.58645539e-02, 6.38229027e-02, 0.00000000e+00, 4.71633375e-01
3.17495689e-02, 5.59550412e-02, 6.38226792e-02, 0.00000000e+00, 4.62145925e-01
3.16126309e-02, 5.60519397e-02, 6.38224483e-02, 0.00000000e+00, 4.45696890e-01
3.14803869e-02, 5.61549887e-02, 6.38221875e-02, 0.00000000e+00, 4.42283154e-01
3.33081484e-02, 5.52910790e-02, 6.47936240e-02, 0.00000000e+00, 4.23726618e-01
3.31387743e-02, 5.53162359e-02, 6.47938550e-02, 0.00000000e+00, 4.39727068e-01
3.29708979e-02, 5.53493798e-02, 6.47939965e-02, 0.00000000e+00, 4.58335310e-01
3.28048579e-02, 5.53904101e-02, 6.47941008e-02, 0.00000000e+00, 4.69924301e-01
3.26410569e-02, 5.54392152e-02, 6.47941902e-02, 0.00000000e+00, 4.76797402e-01
3.24798189e-02, 5.54956719e-02, 6.47941679e-02, 0.00000000e+00, 4.80614275e-01
3.23214643e-02, 5.55596277e-02, 6.47941455e-02, 0.00000000e+00, 4.82358336e-01
3.21663842e-02, 5.56309074e-02, 6.47940561e-02, 0.00000000e+00, 4.82395947e-01
3.20148282e-02, 5.57093695e-02, 6.47939220e-02, 0.00000000e+00, 4.80348557e-01
3.18671949e-02, 5.57947643e-02, 6.47937953e-02, 0.00000000e+00, 4.75190341e-01
3.17237414e-02, 5.58869280e-02, 6.47935718e-02, 0.00000000e+00, 4.65373129e-01
3.15847509e-02, 5.59856407e-02, 6.47933483e-02, 0.00000000e+00, 4.48394269e-01
3.14505771e-02, 5.60906380e-02, 6.47930875e-02, 0.00000000e+00, 4.44734961e-01
3.33072916e-02, 5.52133098e-02, 6.57645166e-02, 0.00000000e+00, 4.25582260e-01
3.31352055e-02, 5.52386977e-02, 6.57647476e-02, 0.00000000e+00, 4.42175418e-01
3.29646394e-02, 5.52722365e-02, 6.57648817e-02, 0.00000000e+00, 4.61333156e-01
