
[Name]
inner_tube inner_tube_inner_surface

[Data]
X [ m ], Y [ m ], Z [ m ], Surface Heat Transfer Coefficient [ W m^-2 K^-1 ], Yplus
3.18414681e-02, 6.30887970e-02, 5.99403493e-02, 0.00000000e+00, 3.06381226e-01
3.15802433e-02, 6.29529506e-02, 5.99402934e-02, 0.00000000e+00, 2.89570242e-01
3.13287079e-02, 6.28010482e-02, 5.99402338e-02, 0.00000000e+00, 2.73183733e-01
3.10894139e-02, 6.26313835e-02, 5.99401966e-02, 0.00000000e+00, 2.58341879e-01
3.08618043e-02, 6.24474846e-02, 5.99401444e-02, 0.00000000e+00, 2.47745216e-01
3.06465402e-02, 6.22499771e-02, 5.99400699e-02, 0.00000000e+00, 2.41257116e-01
3.04456223e-02, 6.20384812e-02, 5.99399917e-02, 0.00000000e+00, 2.37000555e-01
3.32561657e-02, 6.34969771e-02, 6.09115176e-02, 0.00000000e+00, 6.95894063e-01
3.29609253e-02, 6.34537712e-02, 6.09114580e-02, 0.00000000e+00, 5.29532611e-01
3.26697379e-02, 6.33902475e-02, 6.09113984e-02, 0.00000000e+00, 4.15179521e-01
3.23836505e-02, 6.33082986e-02, 6.09113388e-02, 0.00000000e+00, 3.45001370e-01
3.21037136e-02, 6.32084981e-02, 6.09112754e-02, 0.00000000e+00, 3.32581729e-01
3.18322368e-02, 6.30886704e-02, 6.09112196e-02, 0.00000000e+00, 3.07979256e-01
3.15692164e-02, 6.29523918e-02, 6.09111674e-02, 0.00000000e+00, 2.91078866e-01
3.13157514e-02, 6.28002211e-02, 6.09111078e-02, 0.00000000e+00, 2.74914443e-01
3.10745593e-02, 6.26301318e-02, 6.09110706e-02, 0.00000000e+00, 2.60085315e-01
3.08451969e-02, 6.24455549e-02, 6.09110147e-02, 0.00000000e+00, 2.48981625e-01
3.06282155e-02, 6.22472912e-02, 6.09109439e-02, 0.00000000e+00, 2.42339119e-01
3.04251220e-02, 6.20354004e-02, 6.09108582e-02, 0.00000000e+00, 2.38388896e-01
3.32561657e-02, 6.34973049e-02, 6.18823916e-02, 0.00000000e+00, 6.95843816e-01
3.29591222e-02, 6.34540170e-02, 6.18823282e-02, 0.00000000e+00, 5.30503988e-01
3.26660685e-02, 6.33906201e-02, 6.18822686e-02, 0.00000000e+00, 4.15972382e-01
3.23781706e-02, 6.33084700e-02, 6.18822090e-02, 0.00000000e+00, 3.45938832e-01
3.20962965e-02, 6.32087290e-02, 6.18821494e-02, 0.00000000e+00, 3.34325373e-01
3.18230055e-02, 6.30885512e-02, 6.18820935e-02, 0.00000000e+00, 3.09820473e-01
3.15581933e-02, 6.29518330e-02, 6.18820414e-02, 0.00000000e+00, 2.92637140e-01
3.13029550e-02, 6.27991483e-02, 6.18819818e-02, 0.00000000e+00, 2.76566356e-01
3.10597047e-02, 6.26288801e-02, 6.18819408e-02, 0.00000000e+00, 2.62009650e-01
3.08285896e-02, 6.24436252e-02, 6.18818887e-02, 0.00000000e+00, 2.50483960e-01
3.06098890e-02, 6.22446053e-02, 6.18818179e-02, 0.00000000e+00, 2.43581459e-01
3.04046199e-02, 6.20323233e-02, 6.18817285e-02, 0.00000000e+00, 2.39875525e-01
3.32561657e-02, 6.34976327e-02, 6.28532618e-02, 0.00000000e+00, 6.95840120e-01
3.29573154e-02, 6.34542629e-02, 6.28532022e-02, 0.00000000e+00, 5.31546295e-01
3.26623991e-02, 6.33909926e-02, 6.28531426e-02, 0.00000000e+00, 4.16995317e-01
3.23726870e-02, 6.33086413e-02, 6.28530830e-02, 0.00000000e+00, 3.46868187e-01
3.20889801e-02, 6.32087216e-02, 6.28530234e-02, 0.00000000e+00, 3.36017907e-01
3.18137780e-02, 6.30884245e-02, 6.28529638e-02, 0.00000000e+00, 3.11893672e-01
3.15471701e-02, 6.29512668e-02, 6.28529117e-02, 0.00000000e+00, 2.94357628e-01
3.12901586e-02, 6.27980754e-02, 6.28528520e-02, 0.00000000e+00, 2.78287470e-01
3.10448520e-02, 6.26276284e-02, 6.28528148e-02, 0.00000000e+00, 2.64086783e-01
3.08119822e-02, 6.24416918e-02, 6.28527626e-02, 0.00000000e+00, 2.52298772e-01
3.05915624e-02, 6.22419193e-02, 6.28526956e-02, 0.00000000e+00, 2.45075166e-01
3.03843338e-02, 6.20290525e-02, 6.28525987e-02, 0.00000000e+00, 2.41420716e-01
3.32561657e-02, 6.34979680e-02, 6.38241395e-02, 0.00000000e+00, 6.95846200e-01
3.29555124e-02, 6.34545013e-02, 6.38240799e-02, 0.00000000e+00, 5.32684803e-01
3.26587297e-02, 6.33913577e-02, 6.38240203e-02, 0.00000000e+00, 4.18279111e-01
3.23672071e-02, 6.33088127e-02, 6.38239607e-02, 0.00000000e+00, 3.47840041e-01
3.20816971e-02, 6.32086098e-02, 6.38238937e-02, 0.00000000e+00, 3.37730199e-01
3.18045467e-02, 6.30883053e-02, 6.38238415e-02, 0.00000000e+00, 3.14142466e-01
3.15361433e-02, 6.29507080e-02, 6.38237894e-02, 0.00000000e+00, 2.96219319e-01
3.12773623e-02, 6.27969950e-02, 6.38237298e-02, 0.00000000e+00, 2.80176431e-01
3.10299993e-02, 6.26263767e-02, 6.38236851e-02, 0.00000000e+00, 2.66271025e-01
3.07953730e-02, 6.24397621e-02, 6.38236329e-02, 0.00000000e+00, 2.54329175e-01
3.05732340e-02, 6.22392297e-02, 6.38235658e-02, 0.00000000e+00, 2.46791765e-01
3.03643234e-02, 6.20255359e-02, 6.38234764e-02, 0.00000000e+00, 2.42997631e-01
3.32561657e-02, 6.34982958e-02, 6.47950098e-02, 0.00000000e+00, 6.95836306e-01
3.29537094e-02, 6.34547472e-02, 6.47949502e-02, 0.00000000e+00, 5.33938587e-01
3.26550603e-02, 6.33917302e-02, 6.47948906e-02, 0.00000000e+00, 4.19783175e-01
3.23617235e-02, 6.33089840e-02, 6.47948310e-02, 0.00000000e+00, 3.49011540e-01
3.20744179e-02, 6.32085055e-02, 6.47947714e-02, 0.00000000e+00, 3.39631528e-01
3.17953192e-02, 6.30881786e-02, 6.47947118e-02, 0.00000000e+00, 3.16469491e-01
3.15251201e-02, 6.29501492e-02, 6.47946596e-02, 0.00000000e+00, 2.98145711e-01
3.12645622e-02, 6.27959222e-02, 6.47946000e-02, 0.00000000e+00, 2.82111257e-01
3.10151465e-02, 6.26251325e-02, 6.47945553e-02, 0.00000000e+00, 2.68617451e-01
3.07787657e-02, 6.24378286e-02, 6.47945032e-02, 0.00000000e+00, 2.56589592e-01
3.05549037e-02, 6.22365400e-02, 6.47944435e-02, 0.00000000e+00, 2.48659477e-01
3.03443111e-02, 6.20220155e-02, 6.47943541e-02, 0.00000000e+00, 2.44775951e-01
3.32561657e-02, 6.34986237e-02, 6.57658875e-02, 0.00000000e+00, 6.95856452e-01
3.29519026e-02, 6.34549931e-02, 6.57658279e-02, 0.00000000e+00, 5.35320878e-01
3.26513909e-02, 6.33921027e-02, 6.57657608e-02, 0.00000000e+00, 4.21502560e-01
3.23562436e-02, 6.33091480e-02, 6.57657012e-02, 0.00000000e+00, 3.50452900e-01
3.20671350e-02, 6.32083938e-02, 6.57656416e-02, 0.00000000e+00, 3.41724128e-01
3.17860916e-02, 6.30880594e-02, 6.57655820e-02, 0.00000000e+00, 3.18852395e-01
3.15140933e-02, 6.29495904e-02, 6.57655299e-02, 0.00000000e+00, 3.00187618e-01
3.12517658e-02, 6.27948418e-02, 6.57654777e-02, 0.00000000e+00, 2.84150004e-01
3.10002938e-02, 6.26238808e-02, 6.57654256e-02, 0.00000000e+00, 2.71165967e-01
3.07621565e-02, 6.24358989e-02, 6.57653809e-02, 0.00000000e+00, 2.59069175e-01
3.05365752e-02, 6.22338504e-02, 6.57653213e-02, 0.00000000e+00, 2.50709176e-01
3.03242970e-02, 6.20184951e-02, 6.57652318e-02, 0.00000000e+00, 2.46860236e-01
3.32561657e-02, 6.34989589e-02, 6.67367578e-02, 0.00000000e+00, 6.95986152e-01
3.29500996e-02, 6.34552389e-02, 6.67366982e-02, 0.00000000e+00, 5.36872268e-01
3.26477215e-02, 6.33924752e-02, 6.67366385e-02, 0.00000000e+00, 4.23499703e-01
3.23507600e-02, 6.33093193e-02, 6.67365789e-02, 0.00000000e+00, 3.52188081e-01
3.20598520e-02, 6.32082894e-02, 6.67365193e-02, 0.00000000e+00, 3.43993813e-01
3.17768604e-02, 6.30879328e-02, 6.67364597e-02, 0.00000000e+00, 3.21383744e-01
3.15030664e-02, 6.29490316e-02, 6.67364076e-02, 0.00000000e+00, 3.02468687e-01
3.12389638e-02, 6.27937689e-02, 6.67363480e-02, 0.00000000e+00, 2.86415666e-01
3.09854411e-02, 6.26226291e-02, 6.67362958e-02, 0.00000000e+00, 2.73808718e-01
3.07455473e-02, 6.24339655e-02, 6.67362511e-02, 0.00000000e+00, 2.61724681e-01
3.05182431e-02, 6.22311607e-02, 6.67361915e-02, 0.00000000e+00, 2.53067553e-01
3.03042810e-02, 6.20149709e-02, 6.67361096e-02, 0.00000000e+00, 2.49186441e-01
3.32561657e-02, 6.34992868e-02, 6.77076355e-02, 0.00000000e+00, 6.96216047e-01
3.29484753e-02, 6.34555072e-02, 6.77075759e-02, 0.00000000e+00, 5.38593411e-01
3.26444209e-02, 6.33929372e-02, 6.77075237e-02, 0.00000000e+00, 4.25835967e-01
3.23458351e-02, 6.33096695e-02, 6.77074715e-02, 0.00000000e+00, 3.54227185e-01
3.20533179e-02, 6.32084534e-02, 6.77074194e-02, 0.00000000e+00, 3.46455663e-01
3.17685492e-02, 6.30882606e-02, 6.77073672e-02, 0.00000000e+00, 3.24096203e-01
3.14931273e-02, 6.29490688e-02, 6.77073225e-02, 0.00000000e+00, 3.05043638e-01
3.12274080e-02, 6.27934635e-02, 6.77072778e-02, 0.00000000e+00, 2.88774937e-01
3.09722424e-02, 6.26219660e-02, 6.77072257e-02, 0.00000000e+00, 2.76379883e-01
3.07303797e-02, 6.24332651e-02, 6.77071884e-02, 0.00000000e+00, 2.64593393e-01
3.05014364e-02, 6.22299165e-02, 6.77071363e-02, 0.00000000e+00, 2.55771220e-01
3.02858464e-02, 6.20131083e-02, 6.77070618e-02, 0.00000000e+00, 2.51654416e-01
3.32561657e-02, 6.34996146e-02, 6.86785057e-02, 0.00000000e+00, 6.96529150e-01
3.29467058e-02, 6.34557605e-02, 6.86784536e-02, 0.00000000e+00, 5.40457010e-01
3.26408185e-02, 6.33933246e-02, 6.86784014e-02, 0.00000000e+00, 4.28473145e-01
3.23404409e-02, 6.33098632e-02, 6.86783493e-02, 0.00000000e+00, 3.56570393e-01
3.20461355e-02, 6.32083863e-02, 6.86782971e-02, 0.00000000e+00, 3.49136084e-01
3.17594297e-02, 6.30881861e-02, 6.86782375e-02, 0.00000000e+00, 3.27015400e-01
3.14822122e-02, 6.29485622e-02, 6.86781928e-02, 0.00000000e+00, 3.07868153e-01
3.12147103e-02, 6.27924427e-02, 6.86781481e-02, 0.00000000e+00, 2.91261792e-01
3.09577826e-02, 6.26203641e-02, 6.86781034e-02, 0.00000000e+00, 2.78966457e-01
3.07138413e-02, 6.24313913e-02, 6.86780587e-02, 0.00000000e+00, 2.67622441e-01
3.04831509e-02, 6.22272678e-02, 6.86780140e-02, 0.00000000e+00, 2.58726448e-01
3.02658491e-02, 6.20096028e-02, 6.86779395e-02, 0.00000000e+00, 2.54323125e-01
3.32561657e-02, 6.34998381e-02, 6.96493834e-02, 0.00000000e+00, 6.96965754e-01
3.29449140e-02, 6.34560063e-02, 6.96493238e-02, 0.00000000e+00, 5.42494476e-01
3.26371826e-02, 6.33937046e-02, 6.96492717e-02, 0.00000000e+00, 4.31429654e-01
3.23350057e-02, 6.33100495e-02, 6.96492195e-02, 0.00000000e+00, 3.59276265e-01
3.20389085e-02, 6.32082969e-02, 6.96491674e-02, 0.00000000e+00, 3.52119207e-01
3.17502581e-02, 6.30880967e-02, 6.96491152e-02, 0.00000000e+00, 3.30496997e-01
3.14712413e-02, 6.29480332e-02, 6.96490705e-02, 0.00000000e+00, 3.11126977e-01
3.12019568e-02, 6.27913997e-02, 6.96490258e-02, 0.00000000e+00, 2.93958277e-01
3.09432689e-02, 6.26187176e-02, 6.96489811e-02, 0.00000000e+00, 2.81817019e-01
3.06972470e-02, 6.24294728e-02, 6.96489364e-02, 0.00000000e+00, 2.70825028e-01
3.04648113e-02, 6.22245707e-02, 6.96488842e-02, 0.00000000e+00, 2.61885971e-01
3.02458014e-02, 6.20060451e-02, 6.96488172e-02, 0.00000000e+00, 2.57272810e-01
3.32561657e-02, 6.35000244e-02, 7.06202537e-02, 0.00000000e+00, 6.97513342e-01
3.29431184e-02, 6.34562522e-02, 7.06202015e-02, 0.00000000e+00, 5.44669688e-01
3.26335430e-02, 6.33940846e-02, 7.06201494e-02, 0.00000000e+00, 4.34699684e-01
3.23295631e-02, 6.33102357e-02, 7.06200972e-02, 0.00000000e+00, 3.62403512e-01
3.20316702e-02, 6.32082075e-02, 7.06200451e-02, 0.00000000e+00, 3.55443656e-01
3.17410789e-02, 6.30879924e-02, 7.06199929e-02, 0.00000000e+00, 3.34087431e-01
3.14602591e-02, 6.29474968e-02, 7.06199482e-02, 0.00000000e+00, 3.14536661e-01
3.11891902e-02, 6.27903417e-02, 7.06199035e-02, 0.00000000e+00, 2.97055215e-01
3.09287384e-02, 6.26170561e-02, 7.06198588e-02, 0.00000000e+00, 2.84914136e-01
3.06806415e-02, 6.24275431e-02, 7.06198066e-02, 0.00000000e+00, 2.74194449e-01
3.04464623e-02, 6.22218624e-02, 7.06197619e-02, 0.00000000e+00, 2.65260071e-01
3.02257407e-02, 6.20024763e-02, 7.06196949e-02, 0.00000000e+00, 2.60471165e-01
3.32561657e-02, 6.35002181e-02, 7.15911314e-02, 0.00000000e+00, 6.98102534e-01
3.29413190e-02, 6.34564906e-02, 7.15910792e-02, 0.00000000e+00, 5.46892226e-01
3.26298997e-02, 6.33944646e-02, 7.15910196e-02, 0.00000000e+00, 4.38251644e-01
3.23241204e-02, 6.33104146e-02, 7.15909749e-02, 0.00000000e+00, 3.66019636e-01
3.20244320e-02, 6.32081106e-02, 7.15909228e-02, 0.00000000e+00, 3.59072238e-01
3.17319222e-02, 6.30878434e-02, 7.15908632e-02, 0.00000000e+00, 3.37707102e-01
3.14492770e-02, 6.29469603e-02, 7.15908259e-02, 0.00000000e+00, 3.18189532e-01
3.11764237e-02, 6.27892837e-02, 7.15907812e-02, 0.00000000e+00, 3.00518543e-01
3.09142098e-02, 6.26154020e-02, 7.15907365e-02, 0.00000000e+00, 2.88281471e-01
3.06640379e-02, 6.24256171e-02, 7.15906844e-02, 0.00000000e+00, 2.77922601e-01
3.04281116e-02, 6.22191541e-02, 7.15906397e-02, 0.00000000e+00, 2.68883318e-01
3.02056819e-02, 6.19989075e-02, 7.15905726e-02, 0.00000000e+00, 2.63887674e-01
3.32561657e-02, 6.35004118e-02, 7.25620016e-02, 0.00000000e+00, 6.98614299e-01
3.29395235e-02, 6.34567365e-02, 7.25619495e-02, 0.00000000e+00, 5.49095631e-01
3.26262601e-02, 6.33948445e-02, 7.25618973e-02, 0.00000000e+00, 4.42132801e-01
3.23186778e-02, 6.33106008e-02, 7.25618452e-02, 0.00000000e+00, 3.70202333e-01
3.20171937e-02, 6.32080212e-02, 7.25617930e-02, 0.00000000e+00, 3.62934709e-01
3.17228995e-02, 6.30873963e-02, 7.25617409e-02, 0.00000000e+00, 3.41754496e-01
3.14382948e-02, 6.29464239e-02, 7.25616962e-02, 0.00000000e+00, 3.22425127e-01
3.11636571e-02, 6.27882332e-02, 7.25616589e-02, 0.00000000e+00, 3.04320395e-01
3.08996812e-02, 6.26137480e-02, 7.25616142e-02, 0.00000000e+00, 2.91939259e-01
3.06474362e-02, 6.24236912e-02, 7.25615546e-02, 0.00000000e+00, 2.81932414e-01
3.04097645e-02, 6.22164458e-02, 7.25615099e-02, 0.00000000e+00, 2.72820413e-01
3.01856212e-02, 6.19953349e-02, 7.25614503e-02, 0.00000000e+00, 2.67563611e-01
3.32561657e-02, 6.35006055e-02, 7.35328794e-02, 0.00000000e+00, 6.98922157e-01
3.29377279e-02, 6.34569824e-02, 7.35328272e-02, 0.00000000e+00, 5.51163375e-01
3.26226428e-02, 6.33951277e-02, 7.35327750e-02, 0.00000000e+00, 4.46322799e-01
3.23132351e-02, 6.33107796e-02, 7.35327229e-02, 0.00000000e+00, 3.74935538e-01
3.20099555e-02, 6.32079318e-02, 7.35326707e-02, 0.00000000e+00, 3.67089272e-01
3.17138769e-02, 6.30869493e-02, 7.35326186e-02, 0.00000000e+00, 3.46068293e-01
3.14273164e-02, 6.29458874e-02, 7.35325739e-02, 0.00000000e+00, 3.27051073e-01
3.11508924e-02, 6.27871752e-02, 7.35325292e-02, 0.00000000e+00, 3.08661073e-01
3.08851525e-02, 6.26120865e-02, 7.35324919e-02, 0.00000000e+00, 2.95840085e-01
3.06311548e-02, 6.24213703e-02, 7.35324398e-02, 0.00000000e+00, 2.85928100e-01
3.03914156e-02, 6.22137412e-02, 7.35323876e-02, 0.00000000e+00, 2.77033001e-01
3.01655643e-02, 6.19917698e-02, 7.35323280e-02, 0.00000000e+00, 2.71636456e-01
3.32561657e-02, 6.35007992e-02, 7.45037496e-02, 0.00000000e+00, 6.99006975e-01
3.29359323e-02, 6.34572282e-02, 7.45036975e-02, 0.00000000e+00, 5.53028822e-01
3.26190591e-02, 6.33952618e-02, 7.45036453e-02, 0.00000000e+00, 4.50694621e-01
3.23077925e-02, 6.33109659e-02, 7.45036006e-02, 0.00000000e+00, 3.80144894e-01
3.20027210e-02, 6.32078350e-02, 7.45035484e-02, 0.00000000e+00, 3.71578604e-01
3.17048542e-02, 6.30865097e-02, 7.45034963e-02, 0.00000000e+00, 3.50704879e-01
3.14163379e-02, 6.29453510e-02, 7.45034516e-02, 0.00000000e+00, 3.31997901e-01
3.11381277e-02, 6.27861172e-02, 7.45034069e-02, 0.00000000e+00, 3.13396603e-01
3.08706239e-02, 6.26104325e-02, 7.45033696e-02, 0.00000000e+00, 3.00051600e-01
3.06148883e-02, 6.24190308e-02, 7.45033175e-02, 0.00000000e+00, 2.90051788e-01
3.03730704e-02, 6.22110367e-02, 7.45032653e-02, 0.00000000e+00, 2.81444848e-01
3.01455054e-02, 6.19882010e-02, 7.45032057e-02, 0.00000000e+00, 2.76093215e-01
3.32561657e-02, 6.35009855e-02, 7.54746273e-02, 0.00000000e+00, 6.98951066e-01
3.29341330e-02, 6.34574741e-02, 7.54745752e-02, 0.00000000e+00, 5.54786503e-01
3.26154791e-02, 6.33953884e-02, 7.54745230e-02, 0.00000000e+00, 4.55171734e-01
3.23023498e-02, 6.33111447e-02, 7.54744709e-02, 0.00000000e+00, 3.85718495e-01
3.19954790e-02, 6.32077456e-02, 7.54744262e-02, 0.00000000e+00, 3.76325101e-01
3.16958316e-02, 6.30860627e-02, 7.54743740e-02, 0.00000000e+00, 3.55602026e-01
3.14053558e-02, 6.29448220e-02, 7.54743218e-02, 0.00000000e+00, 3.37189883e-01
3.11253611e-02, 6.27850667e-02, 7.54742846e-02, 0.00000000e+00, 3.18388194e-01
3.08560934e-02, 6.26087710e-02, 7.54742473e-02, 0.00000000e+00, 3.04517716e-01
3.05986162e-02, 6.24166913e-02, 7.54741952e-02, 0.00000000e+00, 2.94423252e-01
3.03547215e-02, 6.22083284e-02, 7.54741430e-02, 0.00000000e+00, 2.86069006e-01
3.01254448e-02, 6.19846284e-02, 7.54740760e-02, 0.00000000e+00, 2.80666620e-01
3.32561657e-02, 6.35011792e-02, 7.64454976e-02, 0.00000000e+00, 6.98808134e-01
3.29323374e-02, 6.34577200e-02, 7.64454454e-02, 0.00000000e+00, 5.56475341e-01
3.26118954e-02, 6.33955151e-02, 7.64453933e-02, 0.00000000e+00, 4.59650069e-01
3.22969072e-02, 6.33113310e-02, 7.64453486e-02, 0.00000000e+00, 3.91515315e-01
3.19882408e-02, 6.32076561e-02, 7.64452964e-02, 0.00000000e+00, 3.81264925e-01
3.16868052e-02, 6.30856082e-02, 7.64452443e-02, 0.00000000e+00, 3.60704780e-01
3.13943736e-02, 6.29442781e-02, 7.64451995e-02, 0.00000000e+00, 3.42565626e-01
3.11125908e-02, 6.27840087e-02, 7.64451623e-02, 0.00000000e+00, 3.23559910e-01
3.08415592e-02, 6.26071170e-02, 7.64451250e-02, 0.00000000e+00, 3.09157461e-01
3.05823423e-02, 6.24143481e-02, 7.64450729e-02, 0.00000000e+00, 2.98951089e-01
3.03363688e-02, 6.22056164e-02, 7.64450133e-02, 0.00000000e+00, 2.90825307e-01
3.01053803e-02, 6.19810522e-02, 7.64449537e-02, 0.00000000e+00, 2.85291135e-01
3.32561657e-02, 6.35013729e-02, 7.74163753e-02, 0.00000000e+00, 6.98620141e-01
3.29305381e-02, 6.34579659e-02, 7.74163231e-02, 0.00000000e+00, 5.58066130e-01
3.26083116e-02, 6.33956417e-02, 7.74162710e-02, 0.00000000e+00, 4.64007109e-01
3.22914645e-02, 6.33115098e-02, 7.74162188e-02, 0.00000000e+00, 3.97419274e-01
3.19809988e-02, 6.32075593e-02, 7.74161741e-02, 0.00000000e+00, 3.86300653e-01
3.16777788e-02, 6.30851611e-02, 7.74161220e-02, 0.00000000e+00, 3.65880549e-01
3.13833915e-02, 6.29437491e-02, 7.74160773e-02, 0.00000000e+00, 3.48006487e-01
3.10998224e-02, 6.27829507e-02, 7.74160400e-02, 0.00000000e+00, 3.28818381e-01
3.08270250e-02, 6.26054555e-02, 7.74160028e-02, 0.00000000e+00, 3.13955128e-01
3.05660684e-02, 6.24120049e-02, 7.74159506e-02, 0.00000000e+00, 3.03614706e-01
3.03180180e-02, 6.22029081e-02, 7.74158910e-02, 0.00000000e+00, 2.95661360e-01
3.00853178e-02, 6.19774796e-02, 7.74158314e-02, 0.00000000e+00, 2.90051967e-01
3.32561657e-02, 6.35015666e-02, 7.83872455e-02, 0.00000000e+00, 6.98444486e-01
3.29287425e-02, 6.34582117e-02, 7.83871934e-02, 0.00000000e+00, 5.59603095e-01
3.26047279e-02, 6.33957684e-02, 7.83871487e-02, 0.00000000e+00, 4.68217611e-01
3.22860219e-02, 6.33116961e-02, 7.83870965e-02, 0.00000000e+00, 4.03334767e-01
3.19737606e-02, 6.32074699e-02, 7.83870518e-02, 0.00000000e+00, 3.91324788e-01
3.16687524e-02, 6.30847141e-02, 7.83869997e-02, 0.00000000e+00, 3.71036112e-01
3.13724130e-02, 6.29432127e-02, 7.83869550e-02, 0.00000000e+00, 3.53434235e-01
3.10870539e-02, 6.27818927e-02, 7.83869177e-02, 0.00000000e+00, 3.34064424e-01
3.08124907e-02, 6.26037940e-02, 7.83868805e-02, 0.00000000e+00, 3.18835229e-01
3.05497926e-02, 6.24096580e-02, 7.83868358e-02, 0.00000000e+00, 3.08283865e-01
3.02997399e-02, 6.22001253e-02, 7.83867687e-02, 0.00000000e+00, 3.00415486e-01
3.00652552e-02, 6.19739071e-02, 7.83867091e-02, 0.00000000e+00, 2.94818372e-01
3.32561657e-02, 6.35017604e-02, 7.93581232e-02, 0.00000000e+00, 6.98340297e-01
3.29269469e-02, 6.34584576e-02, 7.93580711e-02, 0.00000000e+00, 5.61086595e-01
3.26011442e-02, 6.33958951e-02, 7.93580189e-02, 0.00000000e+00, 4.72213864e-01
3.22805792e-02, 6.33118749e-02, 7.93579742e-02, 0.00000000e+00, 4.09119695e-01
3.19665223e-02, 6.32073730e-02, 7.93579221e-02, 0.00000000e+00, 3.96245390e-01
3.16597261e-02, 6.30842671e-02, 7.93578774e-02, 0.00000000e+00, 3.76118422e-01
3.13614309e-02, 6.29426762e-02, 7.93578252e-02, 0.00000000e+00, 3.58813733e-01
3.10742874e-02, 6.27808347e-02, 7.93577880e-02, 0.00000000e+00, 3.39244962e-01
3.07979565e-02, 6.26021326e-02, 7.93577582e-02, 0.00000000e+00, 3.23737860e-01
3.05335186e-02, 6.24073148e-02, 7.93577135e-02, 0.00000000e+00, 3.12793672e-01
3.02817542e-02, 6.21970147e-02, 7.93576464e-02, 0.00000000e+00, 3.04837853e-01
3.00451927e-02, 6.19703345e-02, 7.93575868e-02, 0.00000000e+00, 2.99442559e-01
3.32561657e-02, 6.35019541e-02, 8.03289935e-02, 0.00000000e+00, 6.98286176e-01
3.29251476e-02, 6.34586960e-02, 8.03289413e-02, 0.00000000e+00, 5.62450945e-01
3.25975604e-02, 6.33960217e-02, 8.03288966e-02, 0.00000000e+00, 4.75926220e-01
3.22751366e-02, 6.33120611e-02, 8.03288445e-02, 0.00000000e+00, 4.14645433e-01
3.19592804e-02, 6.32072836e-02, 8.03287998e-02, 0.00000000e+00, 4.00990248e-01
3.16506997e-02, 6.30838200e-02, 8.03287551e-02, 0.00000000e+00, 3.80990982e-01
3.13504897e-02, 6.29420727e-02, 8.03287029e-02, 0.00000000e+00, 3.63966703e-01
3.10615189e-02, 6.27797768e-02, 8.03286657e-02, 0.00000000e+00, 3.44305575e-01
3.07834242e-02, 6.26004711e-02, 8.03286359e-02, 0.00000000e+00, 3.28553408e-01
3.05172428e-02, 6.24049716e-02, 8.03285912e-02, 0.00000000e+00, 3.17159355e-01
3.02637666e-02, 6.21939041e-02, 8.03285316e-02, 0.00000000e+00, 3.09003711e-01
3.00251301e-02, 6.19667619e-02, 8.03284645e-02, 0.00000000e+00, 3.03833991e-01
3.32561657e-02, 6.35021403e-02, 8.12998712e-02, 0.00000000e+00, 6.98257029e-01
3.29233520e-02, 6.34589419e-02, 8.12998191e-02, 0.00000000e+00, 5.63651204e-01
3.25939804e-02, 6.33961484e-02, 8.12997743e-02, 0.00000000e+00, 4.79308486e-01
3.22696939e-02, 6.33122399e-02, 8.12997222e-02, 0.00000000e+00, 4.19851750e-01
3.19520421e-02, 6.32071942e-02, 8.12996775e-02, 0.00000000e+00, 4.05514687e-01
3.16416733e-02, 6.30833730e-02, 8.12996328e-02, 0.00000000e+00, 3.85502487e-01
3.13396901e-02, 6.29411861e-02, 8.12995806e-02, 0.00000000e+00, 3.68687123e-01
3.10487524e-02, 6.27787188e-02, 8.12995434e-02, 0.00000000e+00, 3.49158108e-01
3.07688899e-02, 6.25988171e-02, 8.12995136e-02, 0.00000000e+00, 3.33176285e-01
3.05009671e-02, 6.24026246e-02, 8.12994689e-02, 0.00000000e+00, 3.21355879e-01
3.02457791e-02, 6.21907972e-02, 8.12994093e-02, 0.00000000e+00, 3.12957942e-01
3.00050694e-02, 6.19631894e-02, 8.12993422e-02, 0.00000000e+00, 3.07895839e-01
3.32561657e-02, 6.35023341e-02, 8.22707415e-02, 0.00000000e+00, 6.98229253e-01
3.29215564e-02, 6.34591877e-02, 8.22706968e-02, 0.00000000e+00, 5.64630032e-01
3.25903967e-02, 6.33962750e-02, 8.22706446e-02, 0.00000000e+00, 4.82300788e-01
3.22642513e-02, 6.33124262e-02, 8.22705999e-02, 0.00000000e+00, 4.24673826e-01
3.19448039e-02, 6.32070974e-02, 8.22705552e-02, 0.00000000e+00, 4.09733385e-01
3.16326432e-02, 6.30829260e-02, 8.22705030e-02, 0.00000000e+00, 3.89670163e-01
3.13288867e-02, 6.29402995e-02, 8.22704583e-02, 0.00000000e+00, 3.73027593e-01
3.10359877e-02, 6.27776682e-02, 8.22704211e-02, 0.00000000e+00, 3.53733212e-01
3.07543557e-02, 6.25971556e-02, 8.22703913e-02, 0.00000000e+00, 3.37524712e-01
3.04846913e-02, 6.24002814e-02, 8.22703466e-02, 0.00000000e+00, 3.25242043e-01
3.02277915e-02, 6.21876866e-02, 8.22702944e-02, 0.00000000e+00, 3.16630900e-01
2.99850069e-02, 6.19596168e-02, 8.22702199e-02, 0.00000000e+00, 3.11644405e-01
3.32561657e-02, 6.35025278e-02, 8.32416117e-02, 0.00000000e+00, 6.98150873e-01
