cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,     temperature
        16,-2.085350570E-04,-7.876968011E-03, 1.476284862E-01, 3.660153293E+02
        17,-2.038163948E-04,-7.843061350E-03, 1.476254463E-01, 3.660153293E+02
        18,-1.044282762E-04,-7.801934611E-03, 1.476343125E-01, 3.660129760E+02
        19,-1.305885817E-04,-7.781013846E-03, 1.476259083E-01, 3.660129760E+02
        20,-1.078093483E-04,-7.747464348E-03, 1.476211101E-01, 3.660129760E+02
        21,-1.303550816E-04,-7.869421504E-03, 1.470667273E-01, 3.666320381E+02
        22,-1.042099102E-04,-7.901581936E-03, 1.468837112E-01, 3.666320381E+02
        23,-1.062018346E-04,-7.935541682E-03, 1.467906982E-01, 3.666320381E+02
        24,-3.922463657E-05,-7.730385289E-03, 1.476222873E-01, 3.659877456E+02
        25,-3.918139191E-05,-7.786225062E-03, 1.472387761E-01, 3.666235670E+02
        26,-2.603756548E-05,-7.926833816E-03, 1.467081159E-01, 3.672446006E+02
        27,-2.441525867E-04,-7.910263725E-03, 1.476236731E-01, 3.659959162E+02
        28,-1.778343430E-04,-7.814079523E-03, 1.476254612E-01, 3.659993085E+02
        29,-1.823750354E-04,-7.902392186E-03, 1.472012699E-01, 3.666189133E+02
        30,-2.036941733E-04,-7.867970504E-03, 1.474237889E-01, 3.666189133E+02
        31,-2.297429746E-04,-7.876547985E-03, 1.475444883E-01, 3.666189133E+02
        32,-8.170684305E-05,-7.733080070E-03, 1.476211101E-01, 3.659800857E+02
        33,-1.044284436E-04,-7.801934611E-03, 1.472778171E-01, 3.666165208E+02
        34,-1.077426132E-04,-7.767868694E-03, 1.474885046E-01, 3.666165208E+02
        35,-1.338472503E-04,-7.780950051E-03, 1.474999487E-01, 3.666165208E+02
        36,-3.922464020E-05,-7.730385289E-03, 1.475783736E-01, 3.665912365E+02
        37,-2.441525867E-04,-7.910263725E-03, 1.475444883E-01, 3.665995453E+02
        38,-1.778343722E-04,-7.814078592E-03, 1.474999487E-01, 3.666028768E+02
        39,-8.170684305E-05,-7.733080070E-03, 1.476091892E-01, 3.665835920E+02
         1,-2.397253847E-04, 7.937340997E-03, 1.604409367E-01, 3.131435581E+02
         2,-1.939437643E-04, 7.943173870E-03, 1.605878621E-01, 3.131137632E+02
         3,-2.397253993E-04, 7.937340997E-03, 1.603747159E-01, 3.134243694E+02
         4,-2.573774873E-05, 7.940951735E-03, 1.612887830E-01, 3.128109076E+02
         5,-1.168995150E-04, 7.951021194E-03, 1.607675999E-01, 3.130939704E+02
         6,-1.939438807E-04, 7.943173870E-03, 1.603691876E-01, 3.133940962E+02
         7,-2.633808435E-05, 7.962949574E-03, 1.606798917E-01, 3.130843286E+02
         8,-5.207583308E-05, 7.950943895E-03, 1.609839052E-01, 3.130843286E+02
         9,-1.168997696E-04, 7.951021194E-03, 1.603622437E-01, 3.133739858E+02
        10,-3.905703488E-05, 7.955734618E-03, 1.603584439E-01, 3.133641867E+02
        11,-2.394211624E-04, 7.915780880E-03, 1.604409069E-01, 3.122082049E+02
        12,-1.802436309E-04, 7.902435027E-03, 1.607660651E-01, 3.121779270E+02
        13,-1.981540263E-04, 7.868080400E-03, 1.605487466E-01, 3.121779270E+02
        14,-2.238872694E-04, 7.882087491E-03, 1.604408175E-01, 3.121779270E+02
        15,-2.394212061E-04, 7.915780880E-03, 1.603746712E-01, 3.124736964E+02
        16,-2.573774873E-05, 7.925718091E-03, 1.612887830E-01, 3.118899761E+02
        17,-1.287913328E-04, 7.869452238E-03, 1.609049737E-01, 3.121574823E+02
        18,-1.029884443E-04, 7.901776582E-03, 1.611007005E-01, 3.121574823E+02
        19,-1.048568010E-04, 7.935739122E-03, 1.612015516E-01, 3.121574823E+02
        20,-1.802443294E-04, 7.902435027E-03, 1.603625566E-01, 3.124428931E+02
        21,-2.060405095E-04, 7.882440463E-03, 1.603706032E-01, 3.124428931E+02
        22,-1.982090325E-04, 7.848595269E-03, 1.603728980E-01, 3.124428931E+02
        23,-1.725072943E-04, 7.817686535E-03, 1.604847908E-01, 3.121327662E+02
        24,-3.863164966E-05, 7.876266725E-03, 1.611631215E-01, 3.121475054E+02
        25,-1.158979212E-04, 7.886707783E-03, 1.603536308E-01, 3.124220894E+02
        26,-1.160144602E-04, 7.799043786E-03, 1.606098861E-01, 3.121112230E+02
        27,-1.725078328E-04, 7.817686535E-03, 1.603728235E-01, 3.123974444E+02
        28,-2.576911902E-05, 7.803490385E-03, 1.608371586E-01, 3.121010578E+02
        29,-4.112726674E-05, 7.769186050E-03, 1.605985612E-01, 3.121010578E+02
        30,-6.692678289E-05, 7.770696655E-03, 1.605794579E-01, 3.121010578E+02
        31,-3.863075835E-05, 7.888236083E-03, 1.603464186E-01, 3.124119293E+02
        32,-1.160153188E-04, 7.799043786E-03, 1.603681594E-01, 3.123755156E+02
        33,-1.535814772E-05, 7.733700797E-03, 1.603953987E-01, 3.120064380E+02
        34,-2.576971201E-05, 7.803490385E-03, 1.603594869E-01, 3.123651545E+02
        35,-5.156922634E-05, 7.771000266E-03, 1.603682786E-01, 3.123651545E+02
        36,-4.115766205E-05, 7.737206295E-03, 1.603756100E-01, 3.123651545E+02
        37,-1.535814772E-05, 7.733700797E-03, 1.603753567E-01, 3.122698519E+02
         1,-2.603475332E-05,-7.940946147E-03, 1.612887233E-01, 3.504992406E+02
         2,-2.662970473E-05,-7.962898351E-03, 1.606798619E-01, 3.510091527E+02
         3,-5.266445805E-05,-7.950886153E-03, 1.609838009E-01, 3.510091527E+02
         4,-1.182172055E-04,-7.950856350E-03, 1.607657224E-01, 3.510129729E+02
         5,-3.949848178E-05,-7.955691777E-03, 1.603583992E-01, 3.515221467E+02
         6,-1.961202215E-04,-7.942822762E-03, 1.605801731E-01, 3.510111642E+02
         7,-1.182174092E-04,-7.950856350E-03, 1.603621840E-01, 3.515260472E+02
         8,-2.412533649E-04,-7.937039249E-03, 1.604329348E-01, 3.510034782E+02
         9,-1.961202797E-04,-7.942822762E-03, 1.603691578E-01, 3.515243286E+02
        10,-2.412533941E-04,-7.937038317E-03, 1.603745669E-01, 3.515167428E+02
        11,-2.603475332E-05,-7.925712503E-03, 1.612887383E-01, 3.574798586E+02
        12,-3.909669613E-05,-7.876263000E-03, 1.611625701E-01, 3.580169280E+02
        13,-1.303492318E-04,-7.869421504E-03, 1.608985811E-01, 3.580098253E+02
        14,-1.060908835E-04,-7.903900929E-03, 1.610976607E-01, 3.580098253E+02
        15,-8.005568088E-05,-7.902237587E-03, 1.611863077E-01, 3.580098253E+02
        16,-2.609060175E-05,-7.803483400E-03, 1.608365029E-01, 3.580019682E+02
        17,-5.223349945E-05,-7.771150675E-03, 1.605979949E-01, 3.580019682E+02
        18,-4.121710663E-05,-7.737368345E-03, 1.603956372E-01, 3.580019682E+02
        19,-3.909424049E-05,-7.888226770E-03, 1.603464335E-01, 3.585605568E+02
        20,-1.823709026E-04,-7.902392186E-03, 1.607526392E-01, 3.579962376E+02
        21,-2.084930893E-04,-7.884899154E-03, 1.605375558E-01, 3.579962376E+02
        22,-1.995127677E-04,-7.851077244E-03, 1.604812443E-01, 3.579962376E+02
        23,-1.174929203E-04,-7.799586747E-03, 1.606067866E-01, 3.579944613E+02
        24,-1.172883058E-04,-7.886679843E-03, 1.603537500E-01, 3.585534980E+02
        25,-1.507420984E-05,-7.733706385E-03, 1.603953838E-01, 3.579701669E+02
        26,-2.609071635E-05,-7.803484332E-03, 1.603595018E-01, 3.585455697E+02
        27,-4.116492346E-05,-7.769185584E-03, 1.603681892E-01, 3.585455697E+02
        28,-6.730782479E-05,-7.770852651E-03, 1.603691131E-01, 3.585455697E+02
        29,-2.410262241E-04,-7.918255404E-03, 1.604329348E-01, 3.579761647E+02
        30,-1.735556725E-04,-7.818263955E-03, 1.604812443E-01, 3.579803622E+02
        31,-1.823710481E-04,-7.902392186E-03, 1.603628546E-01, 3.585399676E+02
        32,-1.994293852E-04,-7.868055254E-03, 1.603707224E-01, 3.585399676E+02
        33,-2.254399587E-04,-7.884563878E-03, 1.603745669E-01, 3.585399676E+02
        34,-1.174930294E-04,-7.799586747E-03, 1.603681892E-01, 3.585381053E+02
        35,-1.507420984E-05,-7.733706385E-03, 1.603753418E-01, 3.585137078E+02
        36,-2.410262387E-04,-7.918255404E-03, 1.603745669E-01, 3.585199844E+02
        37,-1.735557016E-04,-7.818263955E-03, 1.603727937E-01, 3.585240570E+02
         1,-3.191174765E-04, 7.937372662E-03, 1.740864366E-01, 3.095269584E+02
         2,-2.724123478E-04, 7.946032099E-03, 1.741601080E-01, 3.095036553E+02
         3,-3.191174765E-04, 7.937372662E-03, 1.740389019E-01, 3.097444194E+02
         4,-1.959114597E-04, 7.956997491E-03, 1.742502302E-01, 3.094801642E+02
         5,-2.724124060E-04, 7.946032099E-03, 1.740298122E-01, 3.097208532E+02
         6,-1.181002517E-04, 7.965198718E-03, 1.743105352E-01, 3.094645550E+02
         7,-1.959115762E-04, 7.956997491E-03, 1.740186661E-01, 3.096969791E+02
         8,-3.945948993E-05, 7.970041595E-03, 1.743411571E-01, 3.094569693E+02
         9,-1.181004336E-04, 7.965198718E-03, 1.740112156E-01, 3.096811151E+02
        10,-3.945959907E-05, 7.970041595E-03, 1.740069091E-01, 3.096734043E+02
        11,-3.168491821E-04, 7.882365957E-03, 1.740797311E-01, 3.088634174E+02
        12,-2.703839855E-04, 7.883619517E-03, 1.742211133E-01, 3.087963360E+02
        13,-3.102954361E-04, 7.829193957E-03, 1.740492433E-01, 3.088263510E+02
        14,-3.168492403E-04, 7.882365957E-03, 1.740396470E-01, 3.090684180E+02
        15,-1.931255683E-04, 7.885180414E-03, 1.744025499E-01, 3.087739447E+02
        16,-2.703845093E-04, 7.883620448E-03, 1.740222573E-01, 3.089997181E+02
        17,-2.576808329E-04, 7.798860315E-03, 1.741302460E-01, 3.087568651E+02
        18,-2.595143451E-04, 7.764818147E-03, 1.740540713E-01, 3.087568651E+02
        19,-2.852179750E-04, 7.795771118E-03, 1.740491837E-01, 3.087568651E+02
        20,-3.102954652E-04, 7.829193957E-03, 1.740432978E-01, 3.090312145E+02
        21,-1.158664090E-04, 7.886708714E-03, 1.745241284E-01, 3.087589046E+02
        22,-1.931266597E-04, 7.885179482E-03, 1.739999652E-01, 3.089767813E+02
        23,-1.932888263E-04, 7.783176843E-03, 1.742421836E-01, 3.087330100E+02
        24,-2.576815605E-04, 7.798860315E-03, 1.740332991E-01, 3.089600075E+02
        25,-2.834502666E-04, 7.795812096E-03, 1.740426421E-01, 3.089600075E+02
        26,-2.595207188E-04, 7.762322202E-03, 1.740432531E-01, 3.089600075E+02
        27,-2.338201011E-04, 7.729793433E-03, 1.740487218E-01, 3.086754949E+02
        28,-3.861836376E-05, 7.888236083E-03, 1.745865792E-01, 3.087516919E+02
        29,-1.158674932E-04, 7.886707783E-03, 1.739850342E-01, 3.089613669E+02
        30,-1.159645399E-04, 7.784706540E-03, 1.743656099E-01, 3.087172929E+02
        31,-1.932902960E-04, 7.783176843E-03, 1.740195453E-01, 3.089355604E+02
        32,-1.933913009E-04, 7.717369124E-03, 1.740897745E-01, 3.086494706E+02
        33,-2.338201739E-04, 7.729793433E-03, 1.740431935E-01, 3.088781151E+02
        34,-3.865103281E-05, 7.786235306E-03, 1.744285524E-01, 3.087100846E+02
        35,-3.861884761E-05, 7.888236083E-03, 1.739771217E-01, 3.089539636E+02
        36,-1.159662279E-04, 7.784706075E-03, 1.740044057E-01, 3.089194389E+02
        37,-1.160459506E-04, 7.698746398E-03, 1.741519272E-01, 3.086327512E+02
        38,-1.933917956E-04, 7.717369124E-03, 1.740381420E-01, 3.088514138E+02
        39,-3.868155181E-05, 7.690090686E-03, 1.741831005E-01, 3.086255861E+02
        40,-3.865177496E-05, 7.786235306E-03, 1.739962846E-01, 3.089120270E+02
        41,-1.160467436E-04, 7.698746398E-03, 1.740305126E-01, 3.088342320E+02
        42,-3.868191925E-05, 7.690090686E-03, 1.740260571E-01, 3.088268388E+02
         1,-3.990153346E-05,-7.970005274E-03, 1.743409783E-01, 3.437320993E+02
         2,-1.194200158E-04,-7.965056226E-03, 1.743096262E-01, 3.437342154E+02
         3,-3.990162440E-05,-7.970005274E-03, 1.740069240E-01, 3.441925851E+02
         4,-1.980918169E-04,-7.956682704E-03, 1.742477715E-01, 3.437295475E+02
         5,-1.194201614E-04,-7.965056226E-03, 1.740112305E-01, 3.441948222E+02
         6,-2.754284360E-04,-7.945491932E-03, 1.741551906E-01, 3.437179721E+02
         7,-1.980918751E-04,-7.956683636E-03, 1.740187854E-01, 3.441903569E+02
         8,-3.216163896E-04,-7.936959155E-03, 1.740820408E-01, 3.442399105E+02
         9,-2.754284651E-04,-7.945491932E-03, 1.740301251E-01, 3.441790601E+02
        10,-3.216163896E-04,-7.936959155E-03, 1.740390658E-01, 3.447041385E+02
        11,-3.909025327E-05,-7.888226770E-03, 1.745862216E-01, 3.503174593E+02
        12,-1.172818156E-04,-7.886679843E-03, 1.745222658E-01, 3.503095011E+02
        13,-3.917419963E-05,-7.786225062E-03, 1.744281203E-01, 3.503033875E+02
        14,-3.909041698E-05,-7.888226770E-03, 1.739771515E-01, 3.508025313E+02
        15,-1.954840554E-04,-7.885132916E-03, 1.743974984E-01, 3.502944841E+02
        16,-1.175335274E-04,-7.784675341E-03, 1.743634343E-01, 3.502950302E+02
        17,-1.172820703E-04,-7.886679843E-03, 1.739852130E-01, 3.507946304E+02
        18,-3.925115743E-05,-7.690157741E-03, 1.741828620E-01, 3.502734011E+02
        19,-3.917430877E-05,-7.786225062E-03, 1.739963293E-01, 3.507883834E+02
        20,-2.736847382E-04,-7.883543149E-03, 1.742110699E-01, 3.502722960E+02
        21,-1.959026413E-04,-7.783124689E-03, 1.742365360E-01, 3.502794959E+02
        22,-1.954841719E-04,-7.885132916E-03, 1.740004718E-01, 3.507797102E+02
        23,-1.177381782E-04,-7.699094247E-03, 1.741507798E-01, 3.502644801E+02
        24,-1.175336874E-04,-7.784674875E-03, 1.740046442E-01, 3.507800841E+02
        25,-3.925119381E-05,-7.690158207E-03, 1.740260869E-01, 3.507582271E+02
        26,-3.191601136E-04,-7.882351056E-03, 1.740730852E-01, 3.502054050E+02
        27,-2.610964584E-04,-7.798777893E-03, 1.741204858E-01, 3.502565594E+02
        28,-2.871923789E-04,-7.797820959E-03, 1.740467697E-01, 3.502565594E+02
        29,-2.620506275E-04,-7.764372509E-03, 1.740459651E-01, 3.502565594E+02
        30,-2.605409827E-04,-7.900846191E-03, 1.740165502E-01, 3.507576674E+02
        31,-2.868016309E-04,-7.866268978E-03, 1.740300506E-01, 3.507576674E+02
        32,-1.961583475E-04,-7.718266919E-03, 1.740867943E-01, 3.502480792E+02
        33,-1.827577798E-04,-7.800384890E-03, 1.740125865E-01, 3.507646494E+02
        34,-2.090199123E-04,-7.765865419E-03, 1.740279794E-01, 3.507646494E+02
        35,-1.177382292E-04,-7.699094713E-03, 1.740306467E-01, 3.507493647E+02
        36,-3.132941492E-04,-7.831240073E-03, 1.740445644E-01, 3.501875079E+02
        37,-3.209992428E-04,-7.899266668E-03, 1.740390658E-01, 3.506912219E+02
        38,-2.361253864E-04,-7.730616722E-03, 1.740459651E-01, 3.502239946E+02
        39,-2.610964584E-04,-7.798777893E-03, 1.740347147E-01, 3.507418632E+02
        40,-1.830951805E-04,-7.714616135E-03, 1.740369797E-01, 3.507330656E+02
