"report-file-0"
"Iteration" "cs-temp etc.."
("Iteration" "cs-temp" "max-temp" "cs-htc" "p-in")
315 614.5029933177333 886.981689453125 28937.40289946314 9893315.672967179
316 614.5019489512912 886.98046875 28937.65759641812 9893315.75864605
317 614.5008539379841 886.979248046875 28937.9165720962 9893316.166672951
318 614.499902746097 886.9781494140625 28938.15835497279 9893316.316888561
319 614.4990571709358 886.9771728515625 28938.36238103489 9893316.489379743
320 614.4981789723505 886.9761352539063 28938.58650478923 9893316.688407473
321 614.49734037171 886.9751586914063 28938.78931890372 9893316.917822769
322 614.4964514036179 886.9741821289063 28939.01435692309 9893317.080648648
323 614.4955427909946 886.9730834960938 28939.24264116074 9893317.197689751
324 614.4943921358999 886.9718627929688 28939.5120751144 9893317.345439337
325 614.4933267454525 886.9706420898438 28939.76347896035 9893317.481655115
326 614.4922925163803 886.969482421875 28940.00872184269 9893317.603933465
327 614.4913385682552 886.9683837890625 28940.24042182596 9893317.715856316
328 614.4904130925647 886.9673461914063 28940.47452962868 9893317.859174522
329 614.489605520664 886.9664306640625 28940.67808846429 9893317.944226658
330 614.4887152229511 886.9653930664063 28940.89506483039 9893318.03793506
331 614.4877900535713 886.9642944335938 28941.11054168818 9893318.142673574
332 614.4869086427888 886.9632568359375 28941.30019073372 9893318.316335402
333 614.486203950396 886.96240234375 28941.45519004365 9893318.510472788
334 614.4854793391826 886.9614868164063 28941.62376868529 9893318.710883018
335 614.4849139553145 886.9608154296875 28941.75787193093 9893318.840424461
336 614.4841884025889 886.9599609375 28941.93762803572 9893319.049742414
337 614.4834889325925 886.9591674804688 28942.11215585215 9893319.311465314
338 614.4830741082436 886.9586181640625 28942.21749578288 9893319.469876118
339 614.4823279324461 886.957763671875 28942.4130682358 9893319.725147661
340 614.4816956645101 886.95703125 28942.5629860774 9893320.092490362
341 614.4810115756125 886.956298828125 28942.72790656451 9893320.309018096
342 614.4803656708635 886.95556640625 28942.89117859 9893320.530751331
343 614.4796826062177 886.9547729492188 28943.07208141431 9893320.754489282
344 614.4789184662886 886.9539184570313 28943.26626974437 9893320.971417023
345 614.4781245111573 886.9530639648438 28943.45838447719 9893321.214519048
346 614.4772787470889 886.9520874023438 28943.66367779321 9893321.510977354
347 614.4765340017269 886.9512329101563 28943.84511848825 9893321.621629117
348 614.4757104532882 886.9503173828125 28944.05482636955 9893321.955593878
349 614.475075477813 886.9495239257813 28944.21764916152 9893322.064316018
350 614.4742224459671 886.9486083984375 28944.42644462507 9893322.255334133
351 614.4735097407507 886.94775390625 28944.59831586739 9893322.47981712
352 614.4726839799424 886.9468383789063 28944.79416497313 9893323.17436133
353 614.4717431103281 886.94580078125 28945.01445285385 9893323.953660956
354 614.4706834284426 886.9446411132813 28945.26810826122 9893324.591069754
355 614.4695779575904 886.9434204101563 28945.54139503943 9893324.689491123
356 614.4683423017283 886.9420776367188 28945.85197417153 9893324.799031254
357 614.467046046677 886.940673828125 28946.17551544162 9893324.833822718
358 614.465736830314 886.939208984375 28946.50059601082 9893324.844317731
359 614.4645401661249 886.9379272460938 28946.79655114153 9893324.834800217
360 614.4632702743619 886.9364624023438 28947.11111277619 9893324.818151245
361 614.4621124272675 886.9351196289063 28947.37211603838 9893324.80007459
362 614.4611583414331 886.9339599609375 28947.58759424586 9893324.793083377
363 614.4601904059144 886.9328002929688 28947.81106223653 9893324.806451712
364 614.4594293737364 886.9318237304688 28947.96748597943 9893324.813264757
365 614.4587833261594 886.9310302734375 28948.11240023288 9893324.838115362
366 614.4582491220273 886.9302978515625 28948.22840812577 9893324.897659997
367 614.4578446699583 886.9297485351563 28948.31777532171 9893324.931880767
368 614.4573274279518 886.9290771484375 28948.43380404533 9893325.026694264
369 614.4571678251066 886.9287719726563 28948.45983967247 9893325.170581711
370 614.4569388424447 886.9284057617188 28948.52649320154 9893325.313541809
371 614.456696763837 886.9281005859375 28948.58680070172 9893325.490180271
